"","individualID","siteID","plotID","trapID","collectDate","taxonRank","morphospeciesID","para_sciname","col_year","col_month","col_day","dayofyear","expert_sciname","taxonID","sex","sampleID","trappingDays","decimalLatitude","decimalLongitude","elevation","nlcdClass","soilOrder","col_index"
"77","NEON.BET.D13.000229","NIWO","NIWO_004","E",2015-07-14,"species",NA,"Cymindis unicolor",2015,7,14,194,"Cymindis unicolor","CYMUNI1","F","NIWO_004.E.20150714",NA,40.043059,-105.581501,3312.5,"evergreenForest","Inceptisols",1
"78","NEON.BET.D13.000240","NIWO","NIWO_008","W",2015-07-28,"species",NA,"Cymindis unicolor",2015,7,28,208,"Cymindis unicolor","CYMUNI1","F","NIWO_008.W.20150728",NA,40.054475,-105.567875,3500.2,"grasslandHerbaceous","Entisols",2
"79","NEON.BET.D13.000132","NIWO","NIWO_010","E",2015-07-28,"species",NA,"Calathus advena",2015,7,28,208,"Calathus advena","CALADV","M","NIWO_010.E.20150728",NA,40.037194,-105.568794,3188.7,"evergreenForest","Inceptisols",2
"80","NEON.BET.D13.000131","NIWO","NIWO_010","E",2015-07-28,"species",NA,"Calathus advena",2015,7,28,208,"Calathus advena","CALADV","M","NIWO_010.E.20150728",NA,40.037194,-105.568794,3188.7,"evergreenForest","Inceptisols",2
"81","NEON.BET.D13.000210","NIWO","NIWO_010","S",2015-07-28,"species",NA,"Cymindis unicolor",2015,7,28,208,"Cymindis unicolor","CYMUNI1","M","NIWO_010.S.20150728",NA,40.037194,-105.568794,3188.7,"evergreenForest","Inceptisols",2
"82","NEON.BET.D13.000128","NIWO","NIWO_010","N",2015-07-28,"species",NA,"Calathus advena",2015,7,28,208,"Calathus advena","CALADV","F","NIWO_010.N.20150728",NA,40.037194,-105.568794,3188.7,"evergreenForest","Inceptisols",2
"83","NEON.BET.D13.000230","NIWO","NIWO_005","N",2015-07-28,"species",NA,"Cymindis unicolor",2015,7,28,208,"Cymindis unicolor","CYMUNI1","F","NIWO_005.N.20150728",NA,40.043662,-105.569891,3285.4,"evergreenForest","Inceptisols",2
"84","NEON.BET.D13.000093","NIWO","NIWO_001","N",2015-07-28,"species",NA,"Calathus advena",2015,7,28,208,"Calathus advena","CALADV","M","NIWO_001.N.20150728",NA,40.042344,-105.558975,3213.5,"evergreenForest","Inceptisols",2
"85","NEON.BET.D13.000235","NIWO","NIWO_005","W",2015-07-28,"species",NA,"Cymindis unicolor",2015,7,28,208,"Cymindis unicolor","CYMUNI1","M","NIWO_005.W.20150728",NA,40.043662,-105.569891,3285.4,"evergreenForest","Inceptisols",2
"86","NEON.BET.D13.000101","NIWO","NIWO_009","E",2015-07-28,"species",NA,"Carabus taedatus",2015,7,28,208,"Carabus taedatus","CARTAE2","F","NIWO_009.E.20150728",NA,40.045049,-105.560411,3274.2,"evergreenForest","Inceptisols",2
"87","NEON.BET.D13.000127","NIWO","NIWO_010","N",2015-07-28,"species",NA,"Calathus advena",2015,7,28,208,"Calathus advena","CALADV","F","NIWO_010.N.20150728",NA,40.037194,-105.568794,3188.7,"evergreenForest","Inceptisols",2
"88","NEON.BET.D13.000201","NIWO","NIWO_003","W",2015-07-28,"species",NA,"Carabus taedatus",2015,7,28,208,"Carabus taedatus","CARTAE2","F","NIWO_003.W.20150728",NA,40.051247,-105.565041,3494.9,"grasslandHerbaceous","Entisols",2
"89","NEON.BET.D13.000231","NIWO","NIWO_005","N",2015-07-28,"species",NA,"Cymindis unicolor",2015,7,28,208,"Cymindis unicolor","CYMUNI1","F","NIWO_005.N.20150728",NA,40.043662,-105.569891,3285.4,"evergreenForest","Inceptisols",2
"90","NEON.BET.D13.000239","NIWO","NIWO_008","N",2015-07-28,"species",NA,"Cymindis unicolor",2015,7,28,208,"Cymindis unicolor","CYMUNI1","F","NIWO_008.N.20150728",NA,40.054475,-105.567875,3500.2,"grasslandHerbaceous","Entisols",2
"91","NEON.BET.D13.000112","NIWO","NIWO_005","S",2015-07-28,"species",NA,"Calathus advena",2015,7,28,208,"Calathus advena","CALADV","F","NIWO_005.S.20150728",NA,40.043662,-105.569891,3285.4,"evergreenForest","Inceptisols",2
"92","NEON.BET.D13.000232","NIWO","NIWO_005","E",2015-07-28,"species",NA,"Cymindis unicolor",2015,7,28,208,"Cymindis unicolor","CYMUNI1","F","NIWO_005.E.20150728",NA,40.043662,-105.569891,3285.4,"evergreenForest","Inceptisols",2
"93","NEON.BET.D13.000285","NIWO","NIWO_006","W",2015-07-28,"species",NA,"Amara alpina",2015,7,28,208,"Amara alpina","AMAALP","F","NIWO_006.W.20150728",NA,40.055052,-105.561552,3469.2,"grasslandHerbaceous","Entisols",2
"94","NEON.BET.D13.000113","NIWO","NIWO_005","S",2015-07-28,"species",NA,"Calathus advena",2015,7,28,208,"Calathus advena","CALADV","F","NIWO_005.S.20150728",NA,40.043662,-105.569891,3285.4,"evergreenForest","Inceptisols",2
"95","NEON.BET.D13.000106","NIWO","NIWO_002","E",2015-07-28,"species",NA,"Calathus advena",2015,7,28,208,"Calathus advena","CALADV","F","NIWO_002.E.20150728",NA,40.04106,-105.547043,3059.6,"evergreenForest","Inceptisols",2
"96","NEON.BET.D13.000233","NIWO","NIWO_005","E",2015-07-28,"species",NA,"Cymindis unicolor",2015,7,28,208,"Cymindis unicolor","CYMUNI1","F","NIWO_005.E.20150728",NA,40.043662,-105.569891,3285.4,"evergreenForest","Inceptisols",2
"97","NEON.BET.D13.000122","NIWO","NIWO_007","W",2015-07-28,"species",NA,"Calathus advena",2015,7,28,208,"Calathus advena","CALADV","F","NIWO_007.W.20150728",NA,40.037739,-105.562156,3171.3,"evergreenForest","Inceptisols",2
"98","NEON.BET.D13.000108","NIWO","NIWO_002","S",2015-07-28,"species",NA,"Calathus advena",2015,7,28,208,"Calathus advena","CALADV","F","NIWO_002.S.20150728",NA,40.04106,-105.547043,3059.6,"evergreenForest","Inceptisols",2
"99","NEON.BET.D13.000109","NIWO","NIWO_005","N",2015-07-28,"species",NA,"Calathus advena",2015,7,28,208,"Calathus advena","CALADV","M","NIWO_005.N.20150728",NA,40.043662,-105.569891,3285.4,"evergreenForest","Inceptisols",2
"100","NEON.BET.D13.000135","NIWO","NIWO_010","W",2015-07-28,"species",NA,"Calathus advena",2015,7,28,208,"Calathus advena","CALADV","F","NIWO_010.W.20150728",NA,40.037194,-105.568794,3188.7,"evergreenForest","Inceptisols",2
"101","NEON.BET.D13.000110","NIWO","NIWO_005","N",2015-07-28,"species",NA,"Calathus advena",2015,7,28,208,"Calathus advena","CALADV","M","NIWO_005.N.20150728",NA,40.043662,-105.569891,3285.4,"evergreenForest","Inceptisols",2
"102","NEON.BET.D13.000124","NIWO","NIWO_009","N",2015-07-28,"species",NA,"Calathus advena",2015,7,28,208,"Calathus advena","CALADV","F","NIWO_009.N.20150728",NA,40.045049,-105.560411,3274.2,"evergreenForest","Inceptisols",2
"103","NEON.BET.D13.000097","NIWO","NIWO_006","E",2015-07-28,"species",NA,"Carabus taedatus",2015,7,28,208,"Carabus taedatus","CARTAE2","F","NIWO_006.E.20150728",NA,40.055052,-105.561552,3469.2,"grasslandHerbaceous","Entisols",2
"104","NEON.BET.D13.000307","NIWO","NIWO_008","N",2015-07-28,"species",NA,"Amara alpina",2015,7,28,208,"Amara alpina","AMAALP","F","NIWO_008.N.20150728",NA,40.054475,-105.567875,3500.2,"grasslandHerbaceous","Entisols",2
"105","NEON.BET.D13.000136","NIWO","NIWO_010","W",2015-07-28,"species",NA,"Calathus advena",2015,7,28,208,"Calathus advena","CALADV","M","NIWO_010.W.20150728",NA,40.037194,-105.568794,3188.7,"evergreenForest","Inceptisols",2
"106","NEON.BET.D13.000283","NIWO","NIWO_006","E",2015-07-28,"species",NA,"Amara alpina",2015,7,28,208,"Amara alpina","AMAALP","F","NIWO_006.E.20150728",NA,40.055052,-105.561552,3469.2,"grasslandHerbaceous","Entisols",2
"107","NEON.BET.D13.000107","NIWO","NIWO_002","N",2015-07-28,"species",NA,"Calathus advena",2015,7,28,208,"Calathus advena","CALADV","F","NIWO_002.N.20150728",NA,40.04106,-105.547043,3059.6,"evergreenForest","Inceptisols",2
