"","LTER_site","local_site","date","airtemp_max","flag_airtemp_max","airtemp_min","flag_airtemp_min","airtemp_avg"
"88","NWT","c1",1952-12-27,-1,NA,-10,NA,-5.5
"89","NWT","c1",1952-12-28,0,NA,-10,NA,-5
"90","NWT","c1",1952-12-29,-5,NA,-10,NA,-7.5
"91","NWT","c1",1952-12-30,0,NA,-11,NA,-5.5
"92","NWT","c1",1952-12-31,3,NA,-7,NA,-2
"93","NWT","c1",1953-01-01,-6,NA,-12,NA,-9
"94","NWT","c1",1953-01-02,-6,NA,-13,NA,-9.5
"95","NWT","c1",1953-01-03,-3,NA,-7,NA,-5
"96","NWT","c1",1953-01-04,-5,NA,-7,NA,-6
"97","NWT","c1",1953-01-05,-1,NA,-6,NA,-3.5
"98","NWT","c1",1953-01-06,0,NA,-7,NA,-3.5
"99","NWT","c1",1953-01-07,-2,NA,-7,NA,-4.5
"100","NWT","c1",1953-01-08,-2,NA,-7,NA,-4.5
"101","NWT","c1",1953-01-09,5,NA,-2,NA,1.5
"102","NWT","c1",1953-01-10,2,NA,-1,NA,0.5
"103","NWT","c1",1953-01-11,7,NA,-2,NA,2.5
"104","NWT","c1",1953-01-12,6,NA,-2,NA,2
"105","NWT","c1",1953-01-13,2,NA,-5,NA,-1.5
"106","NWT","c1",1953-01-14,-2,NA,-22,NA,-12
"107","NWT","c1",1953-01-15,-8,NA,-21,NA,-14.5
"108","NWT","c1",1953-01-16,-1,NA,-11,NA,-6
"109","NWT","c1",1953-01-17,-5,NA,-8,NA,-6.5
"110","NWT","c1",1953-01-18,-1,NA,-5,NA,-3
"111","NWT","c1",1953-01-19,-2,NA,-8,NA,-5
"112","NWT","c1",1953-01-20,0,NA,-8,NA,-4
"113","NWT","c1",1953-01-21,-1,NA,-9,NA,-5
"114","NWT","c1",1953-01-22,-5,NA,-11,NA,-8
"115","NWT","c1",1953-01-23,-2,NA,-8,NA,-5
"116","NWT","c1",1953-01-24,2,NA,-4,NA,-1
"117","NWT","c1",1953-01-25,2,NA,-1,NA,0.5
"118","NWT","c1",1953-01-26,3,NA,-2,NA,0.5
"119","NWT","c1",1953-01-27,-2,NA,-12,NA,-7
"120","NWT","c1",1953-01-28,-3,NA,-10,NA,-6.5
"121","NWT","c1",1953-01-29,-1,NA,-6,NA,-3.5
"122","NWT","c1",1953-01-30,-2,NA,-8,NA,-5
"123","NWT","c1",1953-01-31,3,NA,-8,NA,-2.5
"124","NWT","c1",1953-02-01,3,NA,-3,NA,0
"125","NWT","c1",1953-02-02,0,NA,-5,NA,-2.5
"126","NWT","c1",1953-02-03,3,NA,-3,NA,0
"127","NWT","c1",1953-02-04,4,NA,-5,NA,-0.5
"128","NWT","c1",1953-02-05,-5,NA,-10,NA,-7.5
"129","NWT","c1",1953-02-06,-3,NA,-9,NA,-6
"130","NWT","c1",1953-02-07,-3,NA,-10,NA,-6.5
"131","NWT","c1",1953-02-08,0,NA,-9,NA,-4.5
"132","NWT","c1",1953-02-09,-9,NA,-16,NA,-12.5
"133","NWT","c1",1953-02-10,-3,NA,-15,NA,-9
"134","NWT","c1",1953-02-11,-2,NA,-17,NA,-9.5
"135","NWT","c1",1953-02-12,-7,NA,-16,NA,-11.5
"136","NWT","c1",1953-02-13,-2,NA,-12,NA,-7
"137","NWT","c1",1953-02-14,-6,NA,-13,NA,-9.5
"138","NWT","c1",1953-02-15,-4,NA,-16,NA,-10
"139","NWT","c1",1953-02-16,-11,NA,-16,NA,-13.5
"140","NWT","c1",1953-02-17,-3,NA,-12,NA,-7.5
"141","NWT","c1",1953-02-18,0,NA,-11,NA,-5.5
"142","NWT","c1",1953-02-19,-11,NA,-19,NA,-15
"143","NWT","c1",1953-02-20,-15,NA,-21,NA,-18
"144","NWT","c1",1953-02-21,-12,NA,-23,NA,-17.5
"145","NWT","c1",1953-02-22,-1,NA,-16,NA,-8.5
"146","NWT","c1",1953-02-23,-2,NA,-19,NA,-10.5
"147","NWT","c1",1953-02-24,-6,NA,-23,NA,-14.5
"148","NWT","c1",1953-02-25,-4,NA,-11,NA,-7.5
"149","NWT","c1",1953-02-26,0,NA,-8,NA,-4
"150","NWT","c1",1953-02-27,2,NA,-5,NA,-1.5
"151","NWT","c1",1953-02-28,4,NA,-4,NA,0
"152","NWT","c1",1953-03-01,-1,NA,-10,NA,-5.5
"153","NWT","c1",1953-03-02,-8,NA,-12,NA,-10
"154","NWT","c1",1953-03-03,-11,NA,-16,NA,-13.5
"155","NWT","c1",1953-03-04,-6,NA,-15,NA,-10.5
"156","NWT","c1",1953-03-05,0,NA,-8,NA,-4
"157","NWT","c1",1953-03-06,0,NA,-12,NA,-6
"158","NWT","c1",1953-03-07,4,NA,-6,NA,-1
"159","NWT","c1",1953-03-08,6,NA,-7,NA,-0.5
"160","NWT","c1",1953-03-09,4,NA,-3,NA,0.5
"161","NWT","c1",1953-03-10,6,NA,-5,NA,0.5
"162","NWT","c1",1953-03-11,1,NA,-5,NA,-2
"163","NWT","c1",1953-03-12,4,NA,-7,NA,-1.5
"164","NWT","c1",1953-03-13,0,NA,-9,NA,-4.5
"165","NWT","c1",1953-03-14,-6,NA,-11,NA,-8.5
"166","NWT","c1",1953-03-15,3,NA,-11,NA,-4
"167","NWT","c1",1953-03-16,4,NA,-5,NA,-0.5
"168","NWT","c1",1953-03-17,3,NA,-10,NA,-3.5
"169","NWT","c1",1953-03-18,0,NA,-11,NA,-5.5
"170","NWT","c1",1953-03-19,3,NA,-3,NA,0
"171","NWT","c1",1953-03-20,2,NA,-10,NA,-4
"172","NWT","c1",1953-03-21,-6,NA,-12,NA,-9
"173","NWT","c1",1953-03-22,-7,NA,-12,NA,-9.5
"174","NWT","c1",1953-03-23,-4,NA,-9,NA,-6.5
"175","NWT","c1",1953-03-24,4,NA,-6,NA,-1
"176","NWT","c1",1953-03-25,8,NA,-5,NA,1.5
"177","NWT","c1",1953-03-26,6,NA,-2,NA,2
"178","NWT","c1",1953-03-27,9,NA,-4,NA,2.5
"179","NWT","c1",1953-03-28,12,NA,0,NA,6
"180","NWT","c1",1953-03-29,8,NA,-1,NA,3.5
"181","NWT","c1",1953-03-30,-1,NA,-7,NA,-4
"182","NWT","c1",1953-03-31,0,NA,-8,NA,-4
"183","NWT","c1",1953-04-01,2,NA,-7,NA,-2.5
"184","NWT","c1",1953-04-02,-1,NA,-11,NA,-6
"185","NWT","c1",1953-04-03,3,NA,-11,NA,-4
"186","NWT","c1",1953-04-04,1,NA,-6,NA,-2.5
"187","NWT","c1",1953-04-05,4,NA,-10,NA,-3
"188","NWT","c1",1953-04-06,2,NA,-6,NA,-2
"189","NWT","c1",1953-04-07,1,NA,-11,NA,-5
"190","NWT","c1",1953-04-08,-3,NA,-13,NA,-8
"191","NWT","c1",1953-04-09,-6,NA,-12,NA,-9
"192","NWT","c1",1953-04-10,-5,NA,-12,NA,-8.5
"193","NWT","c1",1953-04-11,-8,NA,-16,NA,-12
"194","NWT","c1",1953-04-12,-6,NA,-13,NA,-9.5
"195","NWT","c1",1953-04-13,0,NA,-10,NA,-5
"196","NWT","c1",1953-04-14,-3,NA,-8,NA,-5.5
"197","NWT","c1",1953-04-15,1,NA,-9,NA,-4
"198","NWT","c1",1953-04-16,2,NA,-3,NA,-0.5
"199","NWT","c1",1953-04-17,3,NA,-13,NA,-5
"200","NWT","c1",1953-04-18,-1,NA,-12,NA,-6.5
"201","NWT","c1",1953-04-19,2,NA,-9,NA,-3.5
"202","NWT","c1",1953-04-20,8,NA,-4,NA,2
"203","NWT","c1",1953-04-21,11,NA,0,NA,5.5
"204","NWT","c1",1953-04-22,13,NA,1,NA,7
"205","NWT","c1",1953-04-23,8,NA,0,NA,4
"206","NWT","c1",1953-04-24,4,NA,-3,NA,0.5
"207","NWT","c1",1953-04-25,6,NA,-5,NA,0.5
"208","NWT","c1",1953-04-26,11,NA,-4,NA,3.5
"209","NWT","c1",1953-04-27,13,NA,4,NA,8.5
"210","NWT","c1",1953-04-28,3,NA,-1,NA,1
"211","NWT","c1",1953-04-29,0,NA,-5,NA,-2.5
"212","NWT","c1",1953-04-30,3,NA,-6,NA,-1.5
"213","NWT","c1",1953-05-01,-1,NA,-8,NA,-4.5
"214","NWT","c1",1953-05-02,-1,NA,-8,NA,-4.5
"215","NWT","c1",1953-05-03,-2,NA,-8,NA,-5
"216","NWT","c1",1953-05-04,-1,NA,-10,NA,-5.5
"217","NWT","c1",1953-05-05,4,NA,-13,NA,-4.5
"218","NWT","c1",1953-05-06,10,NA,-2,NA,4
"219","NWT","c1",1953-05-07,11,NA,-1,NA,5
"220","NWT","c1",1953-05-08,12,NA,1,NA,6.5
"221","NWT","c1",1953-05-09,5,NA,-5,NA,0
"222","NWT","c1",1953-05-10,0,NA,-7,NA,-3.5
"223","NWT","c1",1953-05-11,2,NA,-8,NA,-3
"224","NWT","c1",1953-05-12,-3,NA,-9,NA,-6
"225","NWT","c1",1953-05-13,1,NA,-13,NA,-6
"226","NWT","c1",1953-05-14,4,NA,-3,NA,0.5
"227","NWT","c1",1953-05-15,3,NA,-6,NA,-1.5
"228","NWT","c1",1953-05-16,0,NA,-2,NA,-1
"229","NWT","c1",1953-05-17,4,NA,-4,NA,0
"230","NWT","c1",1953-05-18,4,NA,-2,NA,1
"231","NWT","c1",1953-05-19,7,NA,0,NA,3.5
"232","NWT","c1",1953-05-20,4,NA,0,NA,2
"233","NWT","c1",1953-05-21,15,NA,1,NA,8
"234","NWT","c1",1953-05-22,11,NA,1,NA,6
"235","NWT","c1",1953-05-23,6,NA,-1,NA,2.5
"236","NWT","c1",1953-05-24,13,NA,1,NA,7
"237","NWT","c1",1953-05-25,14,NA,-1,NA,6.5
"238","NWT","c1",1953-05-26,14,NA,1,NA,7.5
"239","NWT","c1",1953-05-27,13,NA,3,NA,8
"240","NWT","c1",1953-05-28,14,NA,1,NA,7.5
"241","NWT","c1",1953-05-29,8,NA,1,NA,4.5
"242","NWT","c1",1953-05-30,13,NA,1,NA,7
"243","NWT","c1",1953-05-31,14,NA,-1,NA,6.5
"244","NWT","c1",1953-06-01,16,NA,2,NA,9
"245","NWT","c1",1953-06-02,13,NA,2,NA,7.5
"246","NWT","c1",1953-06-03,15,NA,2,NA,8.5
"247","NWT","c1",1953-06-04,12,NA,0,NA,6
"248","NWT","c1",1953-06-05,6,NA,0,NA,3
"249","NWT","c1",1953-06-06,11,NA,-1,NA,5
"250","NWT","c1",1953-06-07,9,NA,0,NA,4.5
"251","NWT","c1",1953-06-08,16,NA,3,NA,9.5
"252","NWT","c1",1953-06-09,19,NA,2,NA,10.5
"253","NWT","c1",1953-06-10,23,NA,4,NA,13.5
"254","NWT","c1",1953-06-11,22,NA,6,NA,14
"255","NWT","c1",1953-06-12,19,NA,6,NA,12.5
"256","NWT","c1",1953-06-13,21,NA,8,NA,14.5
"257","NWT","c1",1953-06-14,19,NA,7,NA,13
"258","NWT","c1",1953-06-15,19,NA,3,NA,11
"259","NWT","c1",1953-06-16,18,NA,3,NA,10.5
"260","NWT","c1",1953-06-17,21,NA,10,NA,15.5
"261","NWT","c1",1953-06-18,19,NA,6,NA,12.5
"262","NWT","c1",1953-06-19,8,NA,3,NA,5.5
"263","NWT","c1",1953-06-20,16,NA,3,NA,9.5
"264","NWT","c1",1953-06-21,19,NA,1,NA,10
"265","NWT","c1",1953-06-22,19,NA,3,NA,11
"266","NWT","c1",1953-06-23,22,NA,3,NA,12.5
"267","NWT","c1",1953-06-24,20,NA,4,NA,12
"268","NWT","c1",1953-06-25,16,NA,1,NA,8.5
"269","NWT","c1",1953-06-26,21,NA,2,NA,11.5
"270","NWT","c1",1953-06-27,16,NA,5,NA,10.5
"271","NWT","c1",1953-06-28,19,NA,3,NA,11
"272","NWT","c1",1953-06-29,24,NA,4,NA,14
"273","NWT","c1",1953-06-30,23,NA,9,NA,16
"274","NWT","c1",1953-07-01,21,NA,8,NA,14.5
"275","NWT","c1",1953-07-02,20,"1",4.5,"2",12.3
"276","NWT","c1",1953-07-03,23,NA,4,NA,13.5
"277","NWT","c1",1953-07-04,23,NA,6,NA,14.5
"278","NWT","c1",1953-07-05,17,NA,6,NA,11.5
"279","NWT","c1",1953-07-06,22,NA,8,NA,15
"280","NWT","c1",1953-07-07,20,NA,6,NA,13
"281","NWT","c1",1953-07-08,23,NA,6,NA,14.5
"282","NWT","c1",1953-07-09,21,NA,7,NA,14
"283","NWT","c1",1953-07-10,19,NA,8,NA,13.5
"284","NWT","c1",1953-07-11,13,NA,4,NA,8.5
"285","NWT","c1",1953-07-12,18,NA,2,NA,10
"286","NWT","c1",1953-07-13,19,NA,4,NA,11.5
"287","NWT","c1",1953-07-14,20,NA,7,NA,13.5
"288","NWT","c1",1953-07-15,20,NA,11,NA,15.5
"289","NWT","c1",1953-07-16,12,NA,7,NA,9.5
"290","NWT","c1",1953-07-17,11,NA,6,NA,8.5
"291","NWT","c1",1953-07-18,17,NA,6,NA,11.5
"292","NWT","c1",1953-07-19,17,NA,6,NA,11.5
"293","NWT","c1",1953-07-20,20,NA,6,NA,13
"294","NWT","c1",1953-07-21,17,NA,6,NA,11.5
"295","NWT","c1",1953-07-22,19,NA,6,NA,12.5
"296","NWT","c1",1953-07-23,22,NA,8,NA,15
"297","NWT","c1",1953-07-24,23,NA,6,NA,14.5
"298","NWT","c1",1953-07-25,23,NA,8,NA,15.5
"299","NWT","c1",1953-07-26,22,NA,10,NA,16
"300","NWT","c1",1953-07-27,23,NA,9,NA,16
"301","NWT","c1",1953-07-28,21,NA,9,NA,15
"302","NWT","c1",1953-07-29,17,NA,8,NA,12.5
"303","NWT","c1",1953-07-30,17,NA,6,NA,11.5
"304","NWT","c1",1953-07-31,17,NA,6,NA,11.5
"305","NWT","c1",1953-08-01,15,NA,9,NA,12
"306","NWT","c1",1953-08-02,13,NA,7,NA,10
"307","NWT","c1",1953-08-03,18,NA,6,NA,12
"308","NWT","c1",1953-08-04,20,NA,5,NA,12.5
"309","NWT","c1",1953-08-05,19,NA,4,NA,11.5
"310","NWT","c1",1953-08-06,20,NA,3,NA,11.5
"311","NWT","c1",1953-08-07,20,NA,4,NA,12
"312","NWT","c1",1953-08-08,21,NA,4,NA,12.5
"313","NWT","c1",1953-08-09,21,NA,8,NA,14.5
"314","NWT","c1",1953-08-10,17,NA,7,NA,12
"315","NWT","c1",1953-08-11,14,NA,3,NA,8.5
"316","NWT","c1",1953-08-12,19,NA,1,NA,10
"317","NWT","c1",1953-08-13,21,NA,2,NA,11.5
"318","NWT","c1",1953-08-14,20,NA,6,NA,13
"319","NWT","c1",1953-08-15,17,NA,4,NA,10.5
"320","NWT","c1",1953-08-16,17,NA,3,NA,10
"321","NWT","c1",1953-08-17,20,NA,5,NA,12.5
"322","NWT","c1",1953-08-18,18,NA,3,NA,10.5
"323","NWT","c1",1953-08-19,14,NA,2,NA,8
"324","NWT","c1",1953-08-20,17,NA,1,NA,9
"325","NWT","c1",1953-08-21,19,NA,7,NA,13
"326","NWT","c1",1953-08-22,16,NA,6,NA,11
"327","NWT","c1",1953-08-23,17,NA,4,NA,10.5
"328","NWT","c1",1953-08-24,21,NA,7,NA,14
"329","NWT","c1",1953-08-25,22,NA,8,NA,15
"330","NWT","c1",1953-08-26,22,NA,6,NA,14
"331","NWT","c1",1953-08-27,18,NA,8,NA,13
"332","NWT","c1",1953-08-28,19,NA,8,NA,13.5
"333","NWT","c1",1953-08-29,17,NA,7,NA,12
"334","NWT","c1",1953-08-30,18,NA,3,NA,10.5
"335","NWT","c1",1953-08-31,20,NA,6,NA,13
"336","NWT","c1",1953-09-01,20,NA,7,NA,13.5
"337","NWT","c1",1953-09-02,16,NA,1,NA,8.5
"338","NWT","c1",1953-09-03,6,NA,-1,NA,2.5
"339","NWT","c1",1953-09-04,11,NA,-1,NA,5
"340","NWT","c1",1953-09-05,16,NA,2,NA,9
"341","NWT","c1",1953-09-06,17,NA,0,NA,8.5
"342","NWT","c1",1953-09-07,18,NA,1,NA,9.5
"343","NWT","c1",1953-09-08,17,NA,4,NA,10.5
"344","NWT","c1",1953-09-09,16,NA,4,NA,10
"345","NWT","c1",1953-09-10,16,NA,1,NA,8.5
"346","NWT","c1",1953-09-11,17,NA,1,NA,9
"347","NWT","c1",1953-09-12,19,NA,4,NA,11.5
"348","NWT","c1",1953-09-13,18,NA,4,NA,11
"349","NWT","c1",1953-09-14,20,NA,2,NA,11
"350","NWT","c1",1953-09-15,17,NA,3,NA,10
"351","NWT","c1",1953-09-16,16,NA,7,NA,11.5
"352","NWT","c1",1953-09-17,18,NA,4,NA,11
"353","NWT","c1",1953-09-18,13,NA,4,NA,8.5
"354","NWT","c1",1953-09-19,17,NA,7,NA,12
"355","NWT","c1",1953-09-20,13,NA,-1,NA,6
"356","NWT","c1",1953-09-21,19,NA,-3,NA,8
"357","NWT","c1",1953-09-22,19,NA,8,NA,13.5
"358","NWT","c1",1953-09-23,16,NA,1,NA,8.5
"359","NWT","c1",1953-09-24,15,NA,-1,NA,7
"360","NWT","c1",1953-09-25,17,NA,-1,NA,8
"361","NWT","c1",1953-09-26,18,NA,3,NA,10.5
"362","NWT","c1",1953-09-27,19,NA,8,NA,13.5
"363","NWT","c1",1953-09-28,16,NA,1,NA,8.5
"364","NWT","c1",1953-09-29,15,NA,0,NA,7.5
"365","NWT","c1",1953-09-30,18,NA,0,NA,9
"366","NWT","c1",1953-10-01,18,NA,3,NA,10.5
"367","NWT","c1",1953-10-02,16,NA,0,NA,8
"368","NWT","c1",1953-10-03,0,NA,-6,NA,-3
"369","NWT","c1",1953-10-04,12,NA,-6,NA,3
"370","NWT","c1",1953-10-05,12,NA,-5,NA,3.5
"371","NWT","c1",1953-10-06,15,NA,-3,NA,6
"372","NWT","c1",1953-10-07,16,NA,3,NA,9.5
"373","NWT","c1",1953-10-08,16,NA,1,NA,8.5
"374","NWT","c1",1953-10-09,17,NA,0,NA,8.5
"375","NWT","c1",1953-10-10,18,NA,0,NA,9
"376","NWT","c1",1953-10-11,17,NA,1,NA,9
"377","NWT","c1",1953-10-12,12,NA,0,NA,6
"378","NWT","c1",1953-10-13,7,NA,2,NA,4.5
"379","NWT","c1",1953-10-14,9,NA,-1,NA,4
"380","NWT","c1",1953-10-15,11,NA,-2,NA,4.5
"381","NWT","c1",1953-10-16,8,NA,0,NA,4
"382","NWT","c1",1953-10-17,11,NA,-1,NA,5
"383","NWT","c1",1953-10-18,12,NA,-1,NA,5.5
"384","NWT","c1",1953-10-19,13,NA,-1,NA,6
"385","NWT","c1",1953-10-20,9,NA,0,NA,4.5
"386","NWT","c1",1953-10-21,3,NA,-2,NA,0.5
"387","NWT","c1",1953-10-22,0,NA,-6,NA,-3
"388","NWT","c1",1953-10-23,-1,NA,-6,NA,-3.5
"389","NWT","c1",1953-10-24,-1,NA,-6,NA,-3.5
"390","NWT","c1",1953-10-25,0,NA,-7,NA,-3.5
"391","NWT","c1",1953-10-26,3,NA,-7,NA,-2
"392","NWT","c1",1953-10-27,4,NA,-1,NA,1.5
"393","NWT","c1",1953-10-28,10,NA,-3,NA,3.5
"394","NWT","c1",1953-10-29,12,NA,1,NA,6.5
"395","NWT","c1",1953-10-30,8,NA,-2,NA,3
"396","NWT","c1",1953-10-31,8,NA,0,NA,4
"397","NWT","c1",1953-11-01,12,NA,0,NA,6
"398","NWT","c1",1953-11-02,9,NA,-1,NA,4
"399","NWT","c1",1953-11-03,5,NA,-2,NA,1.5
"400","NWT","c1",1953-11-04,0,NA,-7,NA,-3.5
"401","NWT","c1",1953-11-05,3,NA,-7,NA,-2
"402","NWT","c1",1953-11-06,0,NA,-6,NA,-3
"403","NWT","c1",1953-11-07,-2,NA,-11,NA,-6.5
"404","NWT","c1",1953-11-08,5,NA,-11,NA,-3
"405","NWT","c1",1953-11-09,6,NA,-1,NA,2.5
"406","NWT","c1",1953-11-10,7,NA,0,NA,3.5
"407","NWT","c1",1953-11-11,9,NA,-2,NA,3.5
"408","NWT","c1",1953-11-12,8,NA,-3,NA,2.5
"409","NWT","c1",1953-11-13,11,NA,-1,NA,5
"410","NWT","c1",1953-11-14,9,NA,0,NA,4.5
"411","NWT","c1",1953-11-15,7,NA,0,NA,3.5
"412","NWT","c1",1953-11-16,9,NA,-2,NA,3.5
"413","NWT","c1",1953-11-17,6,NA,-2,NA,2
"414","NWT","c1",1953-11-18,-2,NA,-13,NA,-7.5
"415","NWT","c1",1953-11-19,-11,NA,-16,NA,-13.5
"416","NWT","c1",1953-11-20,-3,NA,-16,NA,-9.5
"417","NWT","c1",1953-11-21,-7,NA,-19,NA,-13
"418","NWT","c1",1953-11-22,-2,NA,-11,NA,-6.5
"419","NWT","c1",1953-11-23,-1,NA,-7,NA,-4
"420","NWT","c1",1953-11-24,-5,NA,-8,NA,-6.5
"421","NWT","c1",1953-11-25,0,NA,-7,NA,-3.5
"422","NWT","c1",1953-11-26,0,NA,-2,NA,-1
"423","NWT","c1",1953-11-27,3,NA,-2,NA,0.5
"424","NWT","c1",1953-11-28,0,NA,-3,NA,-1.5
"425","NWT","c1",1953-11-29,0,NA,-2,NA,-1
"426","NWT","c1",1953-11-30,6,NA,-3,NA,1.5
"427","NWT","c1",1953-12-01,0,NA,-10,NA,-5
"428","NWT","c1",1953-12-02,-7,NA,-10,NA,-8.5
"429","NWT","c1",1953-12-03,-8,NA,-12,NA,-10
"430","NWT","c1",1953-12-04,-2,NA,-12,NA,-7
"431","NWT","c1",1953-12-05,-8,NA,-14,NA,-11
"432","NWT","c1",1953-12-06,-3,NA,-11,NA,-7
"433","NWT","c1",1953-12-07,-2,NA,-11,NA,-6.5
"434","NWT","c1",1953-12-08,-10,NA,-16,NA,-13
"435","NWT","c1",1953-12-09,-2,NA,-16,NA,-9
"436","NWT","c1",1953-12-10,-1,NA,-15,NA,-8
"437","NWT","c1",1953-12-11,-2,NA,-21,NA,-11.5
"438","NWT","c1",1953-12-12,-1,NA,-8,NA,-4.5
"439","NWT","c1",1953-12-13,-6,NA,-10,NA,-8
"440","NWT","c1",1953-12-14,-2,NA,-9,NA,-5.5
"441","NWT","c1",1953-12-15,-3,NA,-5,NA,-4
