"","plotID","trapID","collectDate","para_sciname","sp_abund","col_year","col_month","col_day","DOY","col_index","plot_trap","occ"
"52","NIWO_001","E",2015-07-28,"Amara alpina",0,2015,7,28,208,2,"NIWO_001E",0
"53","NIWO_001","E",2015-07-28,"Amara apricaria",0,2015,7,28,208,2,"NIWO_001E",0
"54","NIWO_001","E",2015-07-28,"Amara convexa",0,2015,7,28,208,2,"NIWO_001E",0
"55","NIWO_001","E",2015-07-28,"Amara erratica",0,2015,7,28,208,2,"NIWO_001E",0
"56","NIWO_001","E",2015-07-28,"Amara idahoana",0,2015,7,28,208,2,"NIWO_001E",0
"57","NIWO_001","E",2015-07-28,"Amara lindrothi",0,2015,7,28,208,2,"NIWO_001E",0
"58","NIWO_001","E",2015-07-28,"Amara quenseli",0,2015,7,28,208,2,"NIWO_001E",0
"59","NIWO_001","E",2015-07-28,"Amara quenseli quenseli",0,2015,7,28,208,2,"NIWO_001E",0
"60","NIWO_001","E",2015-07-28,"Amara sinuosa",0,2015,7,28,208,2,"NIWO_001E",0
"61","NIWO_001","E",2015-07-28,"Amara sp.",0,2015,7,28,208,2,"NIWO_001E",0
"62","NIWO_001","E",2015-07-28,"Anisodactylus carbonarius",0,2015,7,28,208,2,"NIWO_001E",0
"63","NIWO_001","E",2015-07-28,"Anisodactylus rusticus",0,2015,7,28,208,2,"NIWO_001E",0
"64","NIWO_001","E",2015-07-28,"Bembidion breve",0,2015,7,28,208,2,"NIWO_001E",0
"65","NIWO_001","E",2015-07-28,"Bembidion rapidum",0,2015,7,28,208,2,"NIWO_001E",0
"66","NIWO_001","E",2015-07-28,"Bembidion sp.",0,2015,7,28,208,2,"NIWO_001E",0
"67","NIWO_001","E",2015-07-28,"Calathus advena",0,2015,7,28,208,2,"NIWO_001E",0
"68","NIWO_001","E",2015-07-28,"Calathus ingratus",0,2015,7,28,208,2,"NIWO_001E",0
"69","NIWO_001","E",2015-07-28,"Carabidae sp.",0,2015,7,28,208,2,"NIWO_001E",0
"70","NIWO_001","E",2015-07-28,"Carabidae spp.",1,2015,7,28,208,2,"NIWO_001E",1
"71","NIWO_001","E",2015-07-28,"Carabus taedatus",0,2015,7,28,208,2,"NIWO_001E",0
"72","NIWO_001","E",2015-07-28,"Chlaenius tomentosus",0,2015,7,28,208,2,"NIWO_001E",0
"73","NIWO_001","E",2015-07-28,"Cicindela longilabris",0,2015,7,28,208,2,"NIWO_001E",0
"74","NIWO_001","E",2015-07-28,"Cicindela punctulata",0,2015,7,28,208,2,"NIWO_001E",0
"75","NIWO_001","E",2015-07-28,"Cymindis borealis",0,2015,7,28,208,2,"NIWO_001E",0
"76","NIWO_001","E",2015-07-28,"Cymindis cribricollis",0,2015,7,28,208,2,"NIWO_001E",0
"77","NIWO_001","E",2015-07-28,"Cymindis unicolor",0,2015,7,28,208,2,"NIWO_001E",0
"78","NIWO_001","E",2015-07-28,"Discoderus parallelus",0,2015,7,28,208,2,"NIWO_001E",0
"79","NIWO_001","E",2015-07-28,"Harpalus animosus",0,2015,7,28,208,2,"NIWO_001E",0
"80","NIWO_001","E",2015-07-28,"Harpalus desertus",0,2015,7,28,208,2,"NIWO_001E",0
"81","NIWO_001","E",2015-07-28,"Harpalus nigritarsis",0,2015,7,28,208,2,"NIWO_001E",0
"82","NIWO_001","E",2015-07-28,"Harpalus paratus",0,2015,7,28,208,2,"NIWO_001E",0
"83","NIWO_001","E",2015-07-28,"Harpalus sp.",0,2015,7,28,208,2,"NIWO_001E",0
"84","NIWO_001","E",2015-07-28,"Nebria trifaria",0,2015,7,28,208,2,"NIWO_001E",0
"85","NIWO_001","E",2015-07-28,"Notiophilus aquaticus",0,2015,7,28,208,2,"NIWO_001E",0
"86","NIWO_001","E",2015-07-28,"Notiophilus directus",0,2015,7,28,208,2,"NIWO_001E",0
"87","NIWO_001","E",2015-07-28,"Pterostichus adstrictus",0,2015,7,28,208,2,"NIWO_001E",0
"88","NIWO_001","E",2015-07-28,"Pterostichus restrictus",0,2015,7,28,208,2,"NIWO_001E",0
"89","NIWO_001","E",2015-07-28,"Pterostichus sp.",0,2015,7,28,208,2,"NIWO_001E",0
"90","NIWO_001","E",2015-07-28,"Selenophorus planipennis",0,2015,7,28,208,2,"NIWO_001E",0
"91","NIWO_001","E",2015-07-28,"Sericoda sp.",0,2015,7,28,208,2,"NIWO_001E",0
"92","NIWO_001","E",2015-07-28,"Syntomus americanus",0,2015,7,28,208,2,"NIWO_001E",0
"93","NIWO_001","E",2015-08-11,"Acupalpus partiarius",0,2015,8,11,222,3,"NIWO_001E",0
"94","NIWO_001","E",2015-08-11,"Agonoleptus conjunctus",0,2015,8,11,222,3,"NIWO_001E",0
"95","NIWO_001","E",2015-08-11,"Agonum placidum",0,2015,8,11,222,3,"NIWO_001E",0
"96","NIWO_001","E",2015-08-11,"Amara (Celia) sp.",0,2015,8,11,222,3,"NIWO_001E",0
"97","NIWO_001","E",2015-08-11,"Amara (Curtonotus) sp.",0,2015,8,11,222,3,"NIWO_001E",0
"98","NIWO_001","E",2015-08-11,"Amara alpina",0,2015,8,11,222,3,"NIWO_001E",0
"99","NIWO_001","E",2015-08-11,"Amara apricaria",0,2015,8,11,222,3,"NIWO_001E",0
"100","NIWO_001","E",2015-08-11,"Amara convexa",0,2015,8,11,222,3,"NIWO_001E",0
"101","NIWO_001","E",2015-08-11,"Amara erratica",0,2015,8,11,222,3,"NIWO_001E",0
"102","NIWO_001","E",2015-08-11,"Amara idahoana",0,2015,8,11,222,3,"NIWO_001E",0
"103","NIWO_001","E",2015-08-11,"Amara lindrothi",0,2015,8,11,222,3,"NIWO_001E",0
"104","NIWO_001","E",2015-08-11,"Amara quenseli",0,2015,8,11,222,3,"NIWO_001E",0
"105","NIWO_001","E",2015-08-11,"Amara quenseli quenseli",0,2015,8,11,222,3,"NIWO_001E",0
"106","NIWO_001","E",2015-08-11,"Amara sinuosa",0,2015,8,11,222,3,"NIWO_001E",0
"107","NIWO_001","E",2015-08-11,"Amara sp.",0,2015,8,11,222,3,"NIWO_001E",0
"108","NIWO_001","E",2015-08-11,"Anisodactylus carbonarius",0,2015,8,11,222,3,"NIWO_001E",0
"109","NIWO_001","E",2015-08-11,"Anisodactylus rusticus",0,2015,8,11,222,3,"NIWO_001E",0
"110","NIWO_001","E",2015-08-11,"Bembidion breve",0,2015,8,11,222,3,"NIWO_001E",0
"111","NIWO_001","E",2015-08-11,"Bembidion rapidum",0,2015,8,11,222,3,"NIWO_001E",0
"112","NIWO_001","E",2015-08-11,"Bembidion sp.",0,2015,8,11,222,3,"NIWO_001E",0
"113","NIWO_001","E",2015-08-11,"Calathus advena",0,2015,8,11,222,3,"NIWO_001E",0
"114","NIWO_001","E",2015-08-11,"Calathus ingratus",0,2015,8,11,222,3,"NIWO_001E",0
"115","NIWO_001","E",2015-08-11,"Carabidae sp.",0,2015,8,11,222,3,"NIWO_001E",0
"116","NIWO_001","E",2015-08-11,"Carabidae spp.",0,2015,8,11,222,3,"NIWO_001E",0
"117","NIWO_001","E",2015-08-11,"Carabus taedatus",0,2015,8,11,222,3,"NIWO_001E",0
"118","NIWO_001","E",2015-08-11,"Chlaenius tomentosus",0,2015,8,11,222,3,"NIWO_001E",0
"119","NIWO_001","E",2015-08-11,"Cicindela longilabris",0,2015,8,11,222,3,"NIWO_001E",0
"120","NIWO_001","E",2015-08-11,"Cicindela punctulata",0,2015,8,11,222,3,"NIWO_001E",0
"121","NIWO_001","E",2015-08-11,"Cymindis borealis",0,2015,8,11,222,3,"NIWO_001E",0
"122","NIWO_001","E",2015-08-11,"Cymindis cribricollis",0,2015,8,11,222,3,"NIWO_001E",0
"123","NIWO_001","E",2015-08-11,"Cymindis unicolor",1,2015,8,11,222,3,"NIWO_001E",1
"124","NIWO_001","E",2015-08-11,"Discoderus parallelus",1,2015,8,11,222,3,"NIWO_001E",1
"125","NIWO_001","E",2015-08-11,"Harpalus animosus",0,2015,8,11,222,3,"NIWO_001E",0
"126","NIWO_001","E",2015-08-11,"Harpalus desertus",0,2015,8,11,222,3,"NIWO_001E",0
"127","NIWO_001","E",2015-08-11,"Harpalus nigritarsis",0,2015,8,11,222,3,"NIWO_001E",0
"128","NIWO_001","E",2015-08-11,"Harpalus paratus",0,2015,8,11,222,3,"NIWO_001E",0
"129","NIWO_001","E",2015-08-11,"Harpalus sp.",0,2015,8,11,222,3,"NIWO_001E",0
"130","NIWO_001","E",2015-08-11,"Nebria trifaria",0,2015,8,11,222,3,"NIWO_001E",0
"131","NIWO_001","E",2015-08-11,"Notiophilus aquaticus",0,2015,8,11,222,3,"NIWO_001E",0
"132","NIWO_001","E",2015-08-11,"Notiophilus directus",0,2015,8,11,222,3,"NIWO_001E",0
"133","NIWO_001","E",2015-08-11,"Pterostichus adstrictus",0,2015,8,11,222,3,"NIWO_001E",0
"134","NIWO_001","E",2015-08-11,"Pterostichus restrictus",0,2015,8,11,222,3,"NIWO_001E",0
"135","NIWO_001","E",2015-08-11,"Pterostichus sp.",0,2015,8,11,222,3,"NIWO_001E",0
"136","NIWO_001","E",2015-08-11,"Selenophorus planipennis",0,2015,8,11,222,3,"NIWO_001E",0
"137","NIWO_001","E",2015-08-11,"Sericoda sp.",0,2015,8,11,222,3,"NIWO_001E",0
"138","NIWO_001","E",2015-08-11,"Syntomus americanus",0,2015,8,11,222,3,"NIWO_001E",0
"139","NIWO_001","E",2015-08-25,"Acupalpus partiarius",0,2015,8,25,236,4,"NIWO_001E",0
"140","NIWO_001","E",2015-08-25,"Agonoleptus conjunctus",0,2015,8,25,236,4,"NIWO_001E",0
"141","NIWO_001","E",2015-08-25,"Agonum placidum",0,2015,8,25,236,4,"NIWO_001E",0
"142","NIWO_001","E",2015-08-25,"Amara (Celia) sp.",0,2015,8,25,236,4,"NIWO_001E",0
"143","NIWO_001","E",2015-08-25,"Amara (Curtonotus) sp.",0,2015,8,25,236,4,"NIWO_001E",0
"144","NIWO_001","E",2015-08-25,"Amara alpina",0,2015,8,25,236,4,"NIWO_001E",0
"145","NIWO_001","E",2015-08-25,"Amara apricaria",0,2015,8,25,236,4,"NIWO_001E",0
"146","NIWO_001","E",2015-08-25,"Amara convexa",0,2015,8,25,236,4,"NIWO_001E",0
"147","NIWO_001","E",2015-08-25,"Amara erratica",0,2015,8,25,236,4,"NIWO_001E",0
"148","NIWO_001","E",2015-08-25,"Amara idahoana",0,2015,8,25,236,4,"NIWO_001E",0
"149","NIWO_001","E",2015-08-25,"Amara lindrothi",0,2015,8,25,236,4,"NIWO_001E",0
"150","NIWO_001","E",2015-08-25,"Amara quenseli",0,2015,8,25,236,4,"NIWO_001E",0
"151","NIWO_001","E",2015-08-25,"Amara quenseli quenseli",0,2015,8,25,236,4,"NIWO_001E",0
"152","NIWO_001","E",2015-08-25,"Amara sinuosa",0,2015,8,25,236,4,"NIWO_001E",0
"153","NIWO_001","E",2015-08-25,"Amara sp.",0,2015,8,25,236,4,"NIWO_001E",0
"154","NIWO_001","E",2015-08-25,"Anisodactylus carbonarius",0,2015,8,25,236,4,"NIWO_001E",0
"155","NIWO_001","E",2015-08-25,"Anisodactylus rusticus",0,2015,8,25,236,4,"NIWO_001E",0
"156","NIWO_001","E",2015-08-25,"Bembidion breve",0,2015,8,25,236,4,"NIWO_001E",0
"157","NIWO_001","E",2015-08-25,"Bembidion rapidum",0,2015,8,25,236,4,"NIWO_001E",0
"158","NIWO_001","E",2015-08-25,"Bembidion sp.",0,2015,8,25,236,4,"NIWO_001E",0
"159","NIWO_001","E",2015-08-25,"Calathus advena",0,2015,8,25,236,4,"NIWO_001E",0
"160","NIWO_001","E",2015-08-25,"Calathus ingratus",0,2015,8,25,236,4,"NIWO_001E",0
"161","NIWO_001","E",2015-08-25,"Carabidae sp.",0,2015,8,25,236,4,"NIWO_001E",0
"162","NIWO_001","E",2015-08-25,"Carabidae spp.",1,2015,8,25,236,4,"NIWO_001E",1
"163","NIWO_001","E",2015-08-25,"Carabus taedatus",0,2015,8,25,236,4,"NIWO_001E",0
"164","NIWO_001","E",2015-08-25,"Chlaenius tomentosus",0,2015,8,25,236,4,"NIWO_001E",0
"165","NIWO_001","E",2015-08-25,"Cicindela longilabris",0,2015,8,25,236,4,"NIWO_001E",0
"166","NIWO_001","E",2015-08-25,"Cicindela punctulata",0,2015,8,25,236,4,"NIWO_001E",0
"167","NIWO_001","E",2015-08-25,"Cymindis borealis",0,2015,8,25,236,4,"NIWO_001E",0
"168","NIWO_001","E",2015-08-25,"Cymindis cribricollis",0,2015,8,25,236,4,"NIWO_001E",0
"169","NIWO_001","E",2015-08-25,"Cymindis unicolor",0,2015,8,25,236,4,"NIWO_001E",0
"170","NIWO_001","E",2015-08-25,"Discoderus parallelus",0,2015,8,25,236,4,"NIWO_001E",0
"171","NIWO_001","E",2015-08-25,"Harpalus animosus",0,2015,8,25,236,4,"NIWO_001E",0
"172","NIWO_001","E",2015-08-25,"Harpalus desertus",0,2015,8,25,236,4,"NIWO_001E",0
"173","NIWO_001","E",2015-08-25,"Harpalus nigritarsis",0,2015,8,25,236,4,"NIWO_001E",0
"174","NIWO_001","E",2015-08-25,"Harpalus paratus",0,2015,8,25,236,4,"NIWO_001E",0
"175","NIWO_001","E",2015-08-25,"Harpalus sp.",0,2015,8,25,236,4,"NIWO_001E",0
"176","NIWO_001","E",2015-08-25,"Nebria trifaria",0,2015,8,25,236,4,"NIWO_001E",0
"177","NIWO_001","E",2015-08-25,"Notiophilus aquaticus",0,2015,8,25,236,4,"NIWO_001E",0
"178","NIWO_001","E",2015-08-25,"Notiophilus directus",0,2015,8,25,236,4,"NIWO_001E",0
"179","NIWO_001","E",2015-08-25,"Pterostichus adstrictus",0,2015,8,25,236,4,"NIWO_001E",0
"180","NIWO_001","E",2015-08-25,"Pterostichus restrictus",0,2015,8,25,236,4,"NIWO_001E",0
"181","NIWO_001","E",2015-08-25,"Pterostichus sp.",0,2015,8,25,236,4,"NIWO_001E",0
"182","NIWO_001","E",2015-08-25,"Selenophorus planipennis",0,2015,8,25,236,4,"NIWO_001E",0
"183","NIWO_001","E",2015-08-25,"Sericoda sp.",0,2015,8,25,236,4,"NIWO_001E",0
"184","NIWO_001","E",2015-08-25,"Syntomus americanus",0,2015,8,25,236,4,"NIWO_001E",0
"185","NIWO_001","E",2015-09-08,"Acupalpus partiarius",0,2015,9,8,250,5,"NIWO_001E",0
"186","NIWO_001","E",2015-09-08,"Agonoleptus conjunctus",0,2015,9,8,250,5,"NIWO_001E",0
"187","NIWO_001","E",2015-09-08,"Agonum placidum",0,2015,9,8,250,5,"NIWO_001E",0
"188","NIWO_001","E",2015-09-08,"Amara (Celia) sp.",0,2015,9,8,250,5,"NIWO_001E",0
"189","NIWO_001","E",2015-09-08,"Amara (Curtonotus) sp.",0,2015,9,8,250,5,"NIWO_001E",0
"190","NIWO_001","E",2015-09-08,"Amara alpina",0,2015,9,8,250,5,"NIWO_001E",0
"191","NIWO_001","E",2015-09-08,"Amara apricaria",0,2015,9,8,250,5,"NIWO_001E",0
"192","NIWO_001","E",2015-09-08,"Amara convexa",0,2015,9,8,250,5,"NIWO_001E",0
"193","NIWO_001","E",2015-09-08,"Amara erratica",0,2015,9,8,250,5,"NIWO_001E",0
"194","NIWO_001","E",2015-09-08,"Amara idahoana",0,2015,9,8,250,5,"NIWO_001E",0
"195","NIWO_001","E",2015-09-08,"Amara lindrothi",0,2015,9,8,250,5,"NIWO_001E",0
"196","NIWO_001","E",2015-09-08,"Amara quenseli",0,2015,9,8,250,5,"NIWO_001E",0
"197","NIWO_001","E",2015-09-08,"Amara quenseli quenseli",0,2015,9,8,250,5,"NIWO_001E",0
"198","NIWO_001","E",2015-09-08,"Amara sinuosa",0,2015,9,8,250,5,"NIWO_001E",0
"199","NIWO_001","E",2015-09-08,"Amara sp.",0,2015,9,8,250,5,"NIWO_001E",0
"200","NIWO_001","E",2015-09-08,"Anisodactylus carbonarius",0,2015,9,8,250,5,"NIWO_001E",0
"201","NIWO_001","E",2015-09-08,"Anisodactylus rusticus",0,2015,9,8,250,5,"NIWO_001E",0
"202","NIWO_001","E",2015-09-08,"Bembidion breve",0,2015,9,8,250,5,"NIWO_001E",0
"203","NIWO_001","E",2015-09-08,"Bembidion rapidum",0,2015,9,8,250,5,"NIWO_001E",0
"204","NIWO_001","E",2015-09-08,"Bembidion sp.",0,2015,9,8,250,5,"NIWO_001E",0
"205","NIWO_001","E",2015-09-08,"Calathus advena",0,2015,9,8,250,5,"NIWO_001E",0
"206","NIWO_001","E",2015-09-08,"Calathus ingratus",0,2015,9,8,250,5,"NIWO_001E",0
"207","NIWO_001","E",2015-09-08,"Carabidae sp.",0,2015,9,8,250,5,"NIWO_001E",0
"208","NIWO_001","E",2015-09-08,"Carabidae spp.",2,2015,9,8,250,5,"NIWO_001E",1
"209","NIWO_001","E",2015-09-08,"Carabus taedatus",0,2015,9,8,250,5,"NIWO_001E",0
"210","NIWO_001","E",2015-09-08,"Chlaenius tomentosus",0,2015,9,8,250,5,"NIWO_001E",0
"211","NIWO_001","E",2015-09-08,"Cicindela longilabris",0,2015,9,8,250,5,"NIWO_001E",0
"212","NIWO_001","E",2015-09-08,"Cicindela punctulata",0,2015,9,8,250,5,"NIWO_001E",0
"213","NIWO_001","E",2015-09-08,"Cymindis borealis",0,2015,9,8,250,5,"NIWO_001E",0
"214","NIWO_001","E",2015-09-08,"Cymindis cribricollis",0,2015,9,8,250,5,"NIWO_001E",0
"215","NIWO_001","E",2015-09-08,"Cymindis unicolor",0,2015,9,8,250,5,"NIWO_001E",0
"216","NIWO_001","E",2015-09-08,"Discoderus parallelus",0,2015,9,8,250,5,"NIWO_001E",0
"217","NIWO_001","E",2015-09-08,"Harpalus animosus",0,2015,9,8,250,5,"NIWO_001E",0
"218","NIWO_001","E",2015-09-08,"Harpalus desertus",0,2015,9,8,250,5,"NIWO_001E",0
"219","NIWO_001","E",2015-09-08,"Harpalus nigritarsis",0,2015,9,8,250,5,"NIWO_001E",0
"220","NIWO_001","E",2015-09-08,"Harpalus paratus",0,2015,9,8,250,5,"NIWO_001E",0
"221","NIWO_001","E",2015-09-08,"Harpalus sp.",0,2015,9,8,250,5,"NIWO_001E",0
"222","NIWO_001","E",2015-09-08,"Nebria trifaria",0,2015,9,8,250,5,"NIWO_001E",0
"223","NIWO_001","E",2015-09-08,"Notiophilus aquaticus",0,2015,9,8,250,5,"NIWO_001E",0
"224","NIWO_001","E",2015-09-08,"Notiophilus directus",0,2015,9,8,250,5,"NIWO_001E",0
"225","NIWO_001","E",2015-09-08,"Pterostichus adstrictus",0,2015,9,8,250,5,"NIWO_001E",0
"226","NIWO_001","E",2015-09-08,"Pterostichus restrictus",0,2015,9,8,250,5,"NIWO_001E",0
"227","NIWO_001","E",2015-09-08,"Pterostichus sp.",0,2015,9,8,250,5,"NIWO_001E",0
"228","NIWO_001","E",2015-09-08,"Selenophorus planipennis",1,2015,9,8,250,5,"NIWO_001E",1
"229","NIWO_001","E",2015-09-08,"Sericoda sp.",0,2015,9,8,250,5,"NIWO_001E",0
"230","NIWO_001","E",2015-09-08,"Syntomus americanus",0,2015,9,8,250,5,"NIWO_001E",0
"231","NIWO_001","E",2016-06-28,"Acupalpus partiarius",0,2016,6,28,179,1,"NIWO_001E",0
"232","NIWO_001","E",2016-06-28,"Agonoleptus conjunctus",0,2016,6,28,179,1,"NIWO_001E",0
"233","NIWO_001","E",2016-06-28,"Agonum placidum",0,2016,6,28,179,1,"NIWO_001E",0
"234","NIWO_001","E",2016-06-28,"Amara (Celia) sp.",0,2016,6,28,179,1,"NIWO_001E",0
"235","NIWO_001","E",2016-06-28,"Amara (Curtonotus) sp.",0,2016,6,28,179,1,"NIWO_001E",0
"236","NIWO_001","E",2016-06-28,"Amara alpina",0,2016,6,28,179,1,"NIWO_001E",0
"237","NIWO_001","E",2016-06-28,"Amara apricaria",0,2016,6,28,179,1,"NIWO_001E",0
"238","NIWO_001","E",2016-06-28,"Amara convexa",0,2016,6,28,179,1,"NIWO_001E",0
"239","NIWO_001","E",2016-06-28,"Amara erratica",0,2016,6,28,179,1,"NIWO_001E",0
"240","NIWO_001","E",2016-06-28,"Amara idahoana",0,2016,6,28,179,1,"NIWO_001E",0
"241","NIWO_001","E",2016-06-28,"Amara lindrothi",0,2016,6,28,179,1,"NIWO_001E",0
"242","NIWO_001","E",2016-06-28,"Amara quenseli",0,2016,6,28,179,1,"NIWO_001E",0
"243","NIWO_001","E",2016-06-28,"Amara quenseli quenseli",0,2016,6,28,179,1,"NIWO_001E",0
"244","NIWO_001","E",2016-06-28,"Amara sinuosa",0,2016,6,28,179,1,"NIWO_001E",0
"245","NIWO_001","E",2016-06-28,"Amara sp.",0,2016,6,28,179,1,"NIWO_001E",0
"246","NIWO_001","E",2016-06-28,"Anisodactylus carbonarius",0,2016,6,28,179,1,"NIWO_001E",0
"247","NIWO_001","E",2016-06-28,"Anisodactylus rusticus",0,2016,6,28,179,1,"NIWO_001E",0
"248","NIWO_001","E",2016-06-28,"Bembidion breve",0,2016,6,28,179,1,"NIWO_001E",0
"249","NIWO_001","E",2016-06-28,"Bembidion rapidum",0,2016,6,28,179,1,"NIWO_001E",0
"250","NIWO_001","E",2016-06-28,"Bembidion sp.",0,2016,6,28,179,1,"NIWO_001E",0
"251","NIWO_001","E",2016-06-28,"Calathus advena",0,2016,6,28,179,1,"NIWO_001E",0
"252","NIWO_001","E",2016-06-28,"Calathus ingratus",0,2016,6,28,179,1,"NIWO_001E",0
"253","NIWO_001","E",2016-06-28,"Carabidae sp.",0,2016,6,28,179,1,"NIWO_001E",0
"254","NIWO_001","E",2016-06-28,"Carabidae spp.",0,2016,6,28,179,1,"NIWO_001E",0
"255","NIWO_001","E",2016-06-28,"Carabus taedatus",0,2016,6,28,179,1,"NIWO_001E",0
"256","NIWO_001","E",2016-06-28,"Chlaenius tomentosus",0,2016,6,28,179,1,"NIWO_001E",0
"257","NIWO_001","E",2016-06-28,"Cicindela longilabris",0,2016,6,28,179,1,"NIWO_001E",0
"258","NIWO_001","E",2016-06-28,"Cicindela punctulata",0,2016,6,28,179,1,"NIWO_001E",0
